status,confidence,topic,specificity,cluster_size,promise_text,verbatim_quote,source_date,source_doc_id,reasoning,supporting_evidence
IN_PROGRESS,high,București/local,medium,1,"Voi susține o împărțire corectă a banilor între Primăria Capitalei și primăriile de sector, conform voinței bucureștenilor exprimată prin referendum.",o să susțin că această împărțire între primăria capitalei și primăriile de sector este total defectuasă și nu ține cont de nu ține cont de Voința bucureștenilor,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"Nicușor Dan menționează în repetate rânduri necesitatea punerii în practică a referendumului privind distribuția taxelor și impozitelor bucureștenilor și se așteaptă ca o lege să reflecte acest lucru. Deși vorbește despre o înțelegere cu partidele și despre așteptări, nu există dovezi că împărțirea corectă a banilor a fost deja implementată sau că o lege a fost adoptată în acest sens, indicând că este un obiectiv urmărit, dar nu finalizat.","Este obligatorie punerea în practică a referendumului de anul trecut: distribuția taxelor și impozitelor bucureștenilor la nivelul Consiliului General, nu la Parlament, și toate autorizațiile la Primarul General, nu la sectoare, pentru o unică responsabilitate pe urbanism. | Și înțelegerea pe care am avut-o cu partidele este ca referendumul din București să se reflecte în această lege. | Există un articol legat la București și eu mă aștept să spună din impozitul pe venit colectat de la bucureșteni, un anume procent se duce la primăria municipiului București, urmând ca Primăria Municipiului București, prin Consiliul General să decidă împărțirea acestor bani între cele șapte primării din București."
IN_PROGRESS,high,economie,medium,1,"Voi defini o direcție de țară clară, cu strategii pe termen lung și investiții pe următorii 10 ani, în domenii esențiale precum sănătatea și economia, pentru a eficientiza sistemul și a răspunde nevoilor cetățenilor.",cred că președintele una din în modalitatea de definit direcția că noi nu avem o direcție de țară fie că ne uităm la colectarea taxelor fie că ne uităm la sănătate Noi nu avem în mod real o direcție de țară și atunci este rolul președintelui și cumva că am exercițiul ăsta de primar în fiecare zi se întâmplă ceva Trebuie să răspunzi se blochează conturi au venit să autorizații și nu ai timp să gândești președintele are atuul ăsta că fiind nefiind în actul zilnic de guvernare are un spațiu de timp în care poate să reflecteze asupra unor direcții esențiale pe care România trebuie să le urmeze,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"ND a menționat în repetate rânduri elaborarea unei strategii naționale și a unui plan de implementare cu termene și indicatori clari, inclusiv pentru dimensiunea economică. Deși strategia a fost votată, implementarea este încă în faza de planificare și nu există dovezi de acțiuni concrete finalizate.","Ulterior adoptării acestei Strategii, va fi elaborat un plan de implementare care va avea termene și indicatori clari. | Sunt trei direcții principale pe care se va concentra activitatea noastră - securitate, dimensiune economică și românii din afara granițelor. | Aceasta este o strategie. Ea va fi urmată de un plan de implementare, așa spune legea, așa o să facem, care nu va avea un caracter public, dar în care toate atribuțiile, termenele, atribuțiile instituțiilor, termene de realizare vor fi prevăzute."
KEPT,high,justiție electorală,high,1,"Voi lansa o campanie prezidențială independentă, bazată pe donații de la oameni și pe voluntariat, respectând legea finanțării campaniilor.",am lansat Aseară am lansat site ul de campanie nicusordan ro și care are trei secțiuni importante una de donații pentru că sunt un Independent și vreau să fac o campanie bazată pe bani pe care i strâng de la oameni la locale am strâns 500000 € 2 milioane ca să facem o campanie decentă,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"Deși nu există o declarație explicită 'am lansat o campanie independentă bazată pe donații', există multiple referințe la campania electorală prezidențială, la donații și la cheltuielile rambursate de la Autoritatea Electorală, ceea ce sugerează că o astfel de campanie a avut loc și a respectat legea finanțării. Faptul că menționează 'cheltuielile pe care le am făcut în turul întâi 20 de milioane jumate de RON pentru care am solicitat rambursarea de la Autoritatea Electorală' indică o campanie finanțată și raportată conform legii.","A fost o întrebare în timpul campaniei. Cine au fost persoanele care au donat sume mai mari? | Iar în campania pentru campania cele 30 plus 30 de zile plus cele două săptămâni, turul doi pentru alegerile prezidențiale, cheltuielile pe care le am făcut în turul întâi 20 de milioane jumate de RON pentru care am solicitat rambursarea de la Autoritatea Electorală."
IN_PROGRESS,medium,justiție electorală,medium,1,"Voi coordona instituțiile statului, în special serviciile de informații, pentru a preveni fenomenele care pot duce la anularea alegerilor și pentru a explica transparent situațiile de criză electorală.",Un președinte el singur nu trebuie să facă decât să coordoneze aceste instituții și în special serviciile de informații care sunt în în coordonarea sa în primul rând noi Trebuia să vedem noi ca stat trebuia să vedem acest fenomen înainte ca el să apară și să n ajungem să anulăm alegerile din cauza asta și Dacă tot am fost în situația asta și am eșuat trebuia foarte repede rugându-i pe noștri Occidentali care au competențe digitale poate mai bune decât ale noastre să explicăm Ce s a întâmplat astfel încât oamenii să fie convinși că măsura anulării A fost una corectă,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"ND menționează necesitatea ca instituțiile să comunice fenomene de corupție și evaziune fiscală, ceea ce se aliniază cu prevenirea fenomenelor care pot duce la anularea alegerilor. De asemenea, vorbește despre crearea unui stat care să lucreze cu date, sugerând o abordare transparentă. Cu toate acestea, nu există dovezi concrete de coordonare activă a serviciilor de informații sau de explicare transparentă a situațiilor de criză electorală, ci mai degrabă intenții și cereri adresate altor entități.","Ele trebuie să comunice instituțiilor, să le spunem civile, zonele prin care pe prin specificul muncii lor observă că se întâmplă fenomene de corupție, evaziune fiscală sau ceea ce va spune ceea ce va spune strategia. | Da. Ăsta a fost mesajul meu. Eu sper să creăm un stat care în timp să și producă toate și inclusiv am spus azi în conferință că eu vreau o administrație care să lucreze cu date și să nu se întâmple cum inclusiv când discutam de formarea guvernului și discutam de reducerea deficitului azi avem niște date și peste o săptămână datele alea să fie 50% din datele inițiale."
NO_MENTION,high,legi/reformă instituțională,high,1,"Voi susține inițiative legislative pentru parteneriatul civil, având în vedere că am semnat deja o astfel de inițiativă ca parlamentar.",eu în 2018 sau 2019 fiind parlamentar am semnat o inițiativă legislativă Pentru parteneriatul civil,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"Niciuna dintre dovezile furnizate nu menționează în mod specific parteneriatul civil, inițiative legislative legate de acesta, sau vreo acțiune a lui ND în acest sens. Discursurile se referă la inițiative legislative generale, acorduri de coaliție și promulgări de legi, dar nu la subiectul promisiunii.",
IN_PROGRESS,high,sănătate,medium,1,"Voi promova o abordare integrată pentru sistemul sanitar, eficientizând spitalele și încurajând soluții precum ambulatoriile pentru a reduce internările inutile.",nu am asta însă Ce pot să văd din experiența mea de primar al unui oraș mare și complicat nu avem o să ne uităm la zona sanitară Da avem doar în București avem 50 de spitale din care noi gestionăm 19 fiecare dintre aceste spitale din cele 50 de spitale în mod legitim directorii managerii lor vin și spun Mama am nevoie de de aparatul ăla Vreau să mă extind să mai fac o clădire aici ca să fac un ambulatoriu sau nu știu ce dar nu există o viziune integrată despre cum să eficientizăm sistemul asta cum să facem ca oamenii să nu mai blocheze și să blocheze resurse în spital și să se ducă într un ambulatoriu și să rezolve într o jumătate de zi ce pot să facă în trei zile de de internare ăsta este tipul de abordare și de și de proiecte cu termene cu investiții pe următorii 10 ani Pe care Un președinte trebuie să le să le promoveze,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"ND a menționat în discursuri necesitatea unei echilibrări între medicina primară/ambulatorie și sistemul de spitale, precum și eficientizarea serviciilor. De asemenea, a promulgat o lege care permite medicilor de familie să deschidă mai ușor puncte de lucru în localități mici și oferă servicii spitalicești de zi decontate integral pentru pacienții cu boli grave, ceea ce susține o abordare integrată și reducerea internărilor inutile. Cu toate acestea, nu există dovezi concrete ale unei implementări complete sau a unor rezultate finale, ci mai degrabă inițiative și obiective.","În ceea ce privește sistemul de sănătate, este nevoie de digitalizarea întregului sistem, de o echilibrare între medicină primară și ambulatorie și sistemul de spitale... | Aplicarea acestei legi va crește calitatea și eficiența serviciilor pentru că reforma înseamnă corectitudine, transparență sporită în folosirea fondurilor publice, obiectivul final fiind un act medical mai bun pentru fiecare cetățean. | Prin noile reglementări, medicii de familie vor putea deschide mai ușor puncte de lucru în localități mici, pacienții cu boli grave (HIV/SIDA, tuberculoză, cancer) vor beneficia de servicii spitalicești decontate integral în regim de spitalizare de zi."
IN_PROGRESS,high,social,medium,1,"Voi atenua conflictele sociale și voi valida aspectele legitime, invalidând exagerările, pentru a construi o societate în care oamenii înțeleg opiniile diferite și pot lua decizii pe chestiuni care îi unesc.",este rolul președintelui să atenueze conflictele inevitabile între categorii sociale să valideze lucrurile care sunt legitime și să invalideze prin poziția sa exagerările de o parte sau de alta și în felul ăsta o societate în care oamenii înțeleg ce spun celelalte categorii socio profesionale e o societate care poate să ia decizii pe chestiuni care le care îi unesc,2025-02-05,2025-02-05_nicusor-dan-despre-scandalul-nordis-mult-din-ce-se-construie,"Declarațiile lui Nicușor Dan arată o preocupare constantă pentru atenuarea conflictelor și promovarea dialogului civilizat, solicitând calm și echilibru. Cu toate acestea, ele se concentrează pe îndemnuri și obiective, fără a descrie acțiuni concrete sau rezultate finale care să indice o promisiune pe deplin respectată.","Dimpotrivă, eu vreau să avem o discuție așezată, civilizată, astfel încât să luăm cea mai bună cea mai bună decizie legat de coaliție. | În discuțiile de astăzi, le-am cerut partidelor să dezescaladeze retorica publică și să se uite la soluții mai mult decât la probleme pentru că, în orice formulă politică, majoritară sau minoritară, vom avea nevoie de dialog între forțele politice pro-occidentale. | Da. Îndemnul meu este la calm, echilibru, luciditate pentru toate părțile implicate, astfel încât să reușim să găsim o soluție. | Deci trebuie să realizăm o pace socială cu privire la chestiunea asta. | Totul este să fim să fim calmi și să încercăm să găsim justul echilibru între între necesitățile uneori divergențe divergente ale părților din societate."
KEPT,high,Ucraina/Rusia,medium,1,"Voi milita ca România să fie parte din procesul de reconstrucție al Ucrainei, asigurând un rol corect pentru România în acest proces.",o să militez ca o ă în procesul de reconstrucție România să fie ăă ăă în acest proces de reconstrucție rolul părților să fie corect. inclusiv pentru România.,2025-05-07,2025-05-07_interviu-nicusor-dan-despre-criza-economica-in-care-poate-in,"Declarațiile lui Nicușor Dan confirmă implicarea directă a României în procesul de reconstrucție al Ucrainei și susținerea integrării acesteia în UE, îndeplinind promisiunea de a milita pentru un rol corect al României în acest proces.","România se va implica în procesul de reconstrucție al Ucrainei direct, dar și prin încurajarea procesului profund de modernizare presupus de integrarea în Uniunea Europeană. | Am vorbit de integrarea Ucrainei în Uniunea Europeană și am reafirmat sprijinul României pentru acest proces."
KEPT,high,diplomație,medium,1,"Voi urmări interesul de securitate al României în dialogul cu administrația americană și toate celelalte interese, inclusiv vizavi de vize.",ce pot să promit este că în toate în tot dialogul cu administrația americană voi urmări interesul României cel mai important de securitate și după aceea toate celelalte inclusiv vizav.,2025-05-07,2025-05-07_interviu-nicusor-dan-despre-criza-economica-in-care-poate-in,"Declarațiile lui Nicușor Dan după investitură arată o preocupare constantă pentru interesul de securitate al României în dialogul cu SUA, menționând prezența militară americană și relația transatlantică. Deși vizele nu sunt menționate explicit în majoritatea dovezilor, există o referire la discuții diplomatice pe 'toate canalele' pentru progrese, inclusiv pe tema vizelor, imediat după investitură.","Iar noi, România, avem interesul și din perspectivă economică și mai ales din perspectivă de securitate ca această relație să fie cât mai puternică. | Pentru România, Statele Unite ale Americii reprezintă un partener strategic esențial pentru securitatea noastră și acționăm în consecință. | Faptul că avem soldați americani în România este foarte bine pentru România în acest context de securitate global care este complicat. Deci cel mai important lucru pentru România în momentul acesta în relația bilaterală este continuarea prezenței militare a Statelor Unite în România. | sunt discuții pe canale diplomatice cu administrația american ambasadorul României discuții pe toate canalele diplomatice pentru că e să fie acolo o vizită poate la administrația Trump în America discuție oricum sub orice bun sunt sunt progrese diplomate pe care vă voi informa în momentul în care ele că președintele României are nevoie ca ministrul de externe să fie totuși recomandat de noul președinte al României?"
IN_PROGRESS,high,măsuri fiscale,high,1,Voi combate marea evaziune fiscală la nivel național.,Sunt patru lucruri foarte importante pe care trebuie să le facem. să combatem marea evaziune fiscală,2025-05-07,2025-05-07_interviu-nicusor-dan-despre-criza-economica-in-care-poate-in,"Nicușor Dan menționează în repetate rânduri marea evaziune fiscală ca un fenomen important și nociv, discutând despre necesitatea de a concentra mai multe forțe ale statului și de a modifica strategia națională de apărare pentru a o combate. Deși există discuții și intenții clare, nu sunt prezentate acțiuni concrete finalizate sau în execuție directă, ci mai degrabă demersuri de planificare și evaluare a strategiilor.","În privința marii evaziuni fiscale, ăă am avut chiar aseară o discuție cu domnul prim ministru interimar, domnul Predoiu, ăă și a spus că verifică dacă trebuie în strategia națională de Apărare să aducem o modificare astfel încât să concentrăm mai multe forțe ale statului pe combaterea acestui fenomen. | De asta spun, deci dacă stabilim o agendă națională de combatere a evaziunii, asta va fi tratată special și cu preponderență de toate instituțiile, inclusiv s ar putea să fie nevoie să modificăm nu sentințe, pedepse, să le facem mai aspre. | Și eu cred, da, că e important. Eu cred că corupția este un fenomen important, nociv pentru societatea noastră. evaziunea fiscală de asemenea pentru că dezechilibrează bugetul."
IN_PROGRESS,medium,economie,medium,1,Voi analiza companiile de stat unde managementul este politic și puțin profesionist.,să ne uităm la companiile statului care unde managementul din păcate este foarte politic și foarte puțin profesionist.,2025-05-07,2025-05-07_interviu-nicusor-dan-despre-criza-economica-in-care-poate-in,"ND recunoaște existența problemelor de management politic și lipsă de profesionalism în companiile de stat și în administrația publică, dar declarațiile sale se limitează la constatarea situației și la exprimarea intenției de a remedia, fără a menționa acțiuni concrete de analiză sau intervenție directă asupra acestor companii.","Sunt probleme mari de management la companiile de stat. | E vorba de incompetență. și am văzut că sunt amante prin conducerea acelor instituții puse pe criterii politici este ăă eu am spus de mai multe ori despre calitatea oamenilor care lucrează în diferite instituții ale statului și este va fi un lung proces până când o să ajungem să avem în instituțiile statului lui angajări pe și mai ales la poziții de conducere, că aici este cea | În ceea ce privește riscurile și vulnerabilitățile interne, aș insista pe capacitatea redusă a administrației publice pe multiple planuri"
IN_PROGRESS,high,economie,high,1,Voi accesa mai rapid fondurile europene.,să accesăm în sfârșit și mai rapid fonduri europene,2025-05-07,2025-05-07_interviu-nicusor-dan-despre-criza-economica-in-care-poate-in,"Declarațiile lui Nicușor Dan menționează în mod repetat intenția de a accesa și fructifica fondurile europene, precum și discuții cu oficiali europeni pe această temă. Cu toate acestea, nu există dovezi concrete ale unei accelerări efective a accesării fondurilor, ci mai degrabă exprimări de optimism și obiective viitoare.","Sunt foarte, foarte optimist că în acest format o să reușim să fructificăm oportunitățile care vin din programele europene. | I-am spus comisarului european Apostolos Tzitzikostas că, dată fiind poziția geostrategică a României, inclusiv pentru implementarea Coridorului vertical, țara noastră trebuie să acceseze mai mult din fondurile europene suplimentare destinate interconectivității. | Am vorbit concret despre cum putem atrage și folosi mai eficient fondurile europene pentru proiecte sociale care să producă rezultate vizibile pentru oameni."
IN_PROGRESS,high,măsuri fiscale,high,1,Voi limita cheltuielile statului.,să limităm cheltuielile statului,2025-05-07,2025-05-07_interviu-nicusor-dan-despre-criza-economica-in-care-poate-in,"Nicușor Dan a menționat în repetate rânduri intenția de a tăia cheltuielile statului și a inițiat discuții și comisii pentru a identifica aceste reduceri. Cu toate acestea, dovezile nu indică finalizarea sau implementarea concretă a acestor măsuri, ci mai degrabă că sunt în curs de analiză și planificare.","Mai întâi vorbește de tăierea unor cheltuieli inutile ale statului. | Au fost discuții tehnice pentru a găsi locuri în care să putem să tăiem din cheltuielile statului. | Fiecare dintre ele a înțeles că e nevoie să facem reduceri bugetare, inclusiv reduceri de cheltuieli ale statului și am agreat ca doi oameni de la fiecare din partidă să înceapă să lucreze începând de azi la o comisie de tăiere a cheltuielilor."
IN_PROGRESS,medium,legi/reformă instituțională,high,1,"Voi angaja oameni la Ministerul Culturii și instituțiile subordonate pentru a eficientiza procesele, în special în zona construcțiilor.",Acolo este un loc unde trebuie să angajăm oamenii.,2025-05-07,2025-05-07_interviu-nicusor-dan-despre-criza-economica-in-care-poate-in,"Deși promisiunea specifică de a angaja oameni la Ministerul Culturii și instituțiile subordonate pentru eficientizarea proceselor în construcții nu este menționată direct, există declarații generale despre reforma instituțiilor și necesitatea unui management competent. Acestea sugerează o intenție de a îmbunătăți funcționarea instituțiilor, dar nu confirmă acțiuni concrete legate de angajări specifice în domeniul culturii și construcțiilor.","Reforma instituțiilor reprezintă o prioritate a mandatului meu, astfel încât acestea să poată pune bazele unei creșteri economice solide. Calitatea instituțiilor și modul în care acestea influențează prosperitatea tuturor românilor sunt esențiale. | Da. Și noi trebuie să facem să reușim să ducem un să le facem să funcționeze pe principii de economie pe de o parte și pe de altă parte strâns legat să reușim să ducem un management competent acolo."
NO_MENTION,high,justiție electorală,high,1,Voi răspunde invitațiilor posturilor de televiziune pentru o dezbatere cu contracandidatul meu.,"Da, voi răspunde invitațiilor posturilor de televiziune pentru o dezbatere cu contracandidatul și e o veste bună că domnia sa vrea să accepte.",2025-05-07,2025-05-07_editie-speciala-nicusor-dan-anunta-ca-accepta-invitatia-lui,"Niciuna dintre dovezile furnizate nu menționează direct sau indirect participarea la dezbateri televizate cu contracandidații. Discuțiile menționate sunt cu partidele politice sau se referă la conferințe de presă, nu la dezbateri electorale cu un contracandidat.",În în momentul potrivit discuția va avea loc între mine și partide. | Înțelegeți doar că în momentul potrivit discuția va avea loc între mine și partide. | În acel moment mă voi duce către partidele politice pentru o discuție preliminară ca să ca să evităm situația în care eventual eu aș propune și ei a respinge.
NO_MENTION,high,justiție electorală,high,1,Voi merge la dezbateri organizate de trusturi de televiziune care să fie profesionist organizate în aceste două săptămâni.,Am fost la toate cele trei dezbateri organizate în primul tur de către trusturi de televiziune și fără discuție că vom merge la dezbateri organizate de trusturi de televiziune care să fie profesionist organizate pentru aceste două săptămâni.,2025-05-07,2025-05-07_editie-speciala-nicusor-dan-anunta-ca-accepta-invitatia-lui,"Niciuna dintre dovezile furnizate nu menționează participarea la dezbateri organizate de trusturi de televiziune în cele două săptămâni premergătoare alegerilor sau după investitură. Deși există referiri la discuții și conferințe de presă, acestea nu se leagă direct de promisiunea specifică privind dezbaterile televizate.",
NO_MENTION,high,București/local,high,1,Nu voi face vreo susținere pentru vreunul din candidații la Primăria Capitalei.,"Nu voi face o vreo susținere pentru vreunul din candidații la Primăria Capitalei, iar până atunci vreau să ne concentrăm pe 18 mai.",2025-05-07,2025-05-07_editie-speciala-nicusor-dan-anunta-ca-accepta-invitatia-lui,"Niciuna dintre dovezile furnizate nu face referire directă sau indirectă la susținerea candidaților la Primăria Capitalei. Declarațiile se referă la echipa de campanie, relațiile din coaliție sau alte subiecte, fără legătură cu promisiunea specifică.",
KEPT,high,justiție electorală,high,1,Voi solicita împrumuturi de la persoane fizice pentru a cheltui banii din momentul în care voi fi oficial în turul doi.,Pentru că sunt un candidat independent o să solicit împrumuturi de la persoane fizice ă bani pe care o să putem să i cheltuim din momentul în care în mod oficial o să fim în turul doi după validarea turului întâi de către Curtea Constituțională.,2025-05-07,2025-05-07_editie-speciala-nicusor-dan-anunta-ca-accepta-invitatia-lui,"Nicușor Dan a declarat explicit că s-a împrumutat de la persoane fizice pentru cheltuielile din turul doi, menționând suma și numărul de persoane. Aceasta confirmă direct îndeplinirea promisiunii.","Cheltuielile totale din turul 2, 40 de milioane, asta era limita legală pentru care m am împrumutat cu 38 de milioane și jumătate de la 239 de persoane. | În campania din 2024 pentru alegeri locale am cheltuit 6600 RON, care e suma maximă pe 100 de lege pentru care m am împrumutat de 4800 RON și suma de 6600 mi a fost rambursată de Autoritatea Electorală și eu am rambursat aceste împrumuturi care au venit de la o bancă și de la trei persoane fizice pe care le aveți în hârtie."
KEPT,high,justiție electorală,medium,1,Voi da curs invitațiilor la posturile de televiziune.,"În această seară nu am primit o invitație la postul de care menționat, dar evident că o să fie niște invitații la care o să dau curs.",2025-05-07,2025-05-07_editie-speciala-nicusor-dan-anunta-ca-accepta-invitatia-lui,Declarațiile lui Nicușor Dan după investitură confirmă în mod repetat că a răspuns invitațiilor la posturile de televiziune și că intenționează să continue acest tip de interacțiune. Expresii precum 'am răspuns' și 'sunt gata să avem același tip de interacțiune' indică respectarea promisiunii.,"Da. Deci au fost niște invitații, am răspuns. | Imediat ce colegii noștri din presă ne vor lăsa. sunt gata să avem același tip de interacțiune cât de directă vă doriți."
IN_PROGRESS,high,legi/reformă instituțională,low,1,Voi depune toate eforturile pentru ca statul român să servească în sfârșit cetățenii acestei țări.,voi face tot ce ține de mine ca statul român în sfârșit să slujească cetățenii acestei țări.,2025-05-18,2025-05-18_alegeri-prezidentiale-2025-mesajul-lui-nicusor-dan-dupa-apar,"Deși promisiunea este una generală, discursurile lui Nicușor Dan după investitură arată o intenție clară de a reforma statul și de a-l face să servească cetățenii. Declarațiile subliniază necesitatea unei schimbări fundamentale și angajamentul de a fi un președinte deschis la vocea societății, indicând că eforturile sunt în curs de desfășurare, dar fără a menționa acțiuni concrete finalizate.","Eu cred că autoritățile statului român trebuie să facă tot ce țin de ele, astfel încât românii să respecte statul român. | Statul român are nevoie de o schimbare fundamentală, bineînțeles în limitele statului de drept, și vă invit să continuați să fiți implicați cu toată forța socială pe care ați dovedit-o pentru a pune presiunea pozitivă pe instituțiile statului român pentru ca acestea să se reformeze, și vă asigur că voi fi un președinte deschis la vocea societății și partener cu societatea. | Protejarea și promovarea drepturilor și intereselor cetățenilor români din afara granițelor reprezintă o prioritate a mandatului meu și pune și o punte solidă de legătură între țările noastre."
IN_PROGRESS,medium,educație,medium,1,"Voi fi un partener pentru studenți în eforturile lor de a îmbunătăți mediul universitar, în limita bugetului disponibil.","O să aveți în mine un partener în încercările dumneavoastră de a schimba, de a îmbunătăți ăă mediul universitar în limita bugetului",2025-05-24,2025-05-24_nicusor-dan-e-un-deficit-de-implicare-in-politica-statul-est,"Deși Nicușor Dan menționează importanța mediului universitar și a educației, precum și dorința de a fi un partener pentru diverse instituții, nu există dovezi concrete că a acționat ca partener specific pentru studenți în eforturile lor de a îmbunătăți mediul universitar. Declarațiile se referă mai degrabă la rolul general al mediului academic în societate și la stimularea personalului didactic.","Mai am o fost stimulat de revenirea într un mediu universitar, o reflecție despre rolul universității în societate. | Cred cu tărie că mediul academic trebuie să fie mai prezent în marile decizii ale statului, de la buget și politici economice, până la viziunea europeană a României. Este timpul să construim o legătură reală între cercetare, educație și decizia publică. | În ceea ce privește educația, este nevoie să stimulăm financiar personalul didactic."
CONTRADICTED,high,București/local,high,1,"Imediat ce mă voi instala la Cotroceni, unul dintre viceprimari va deveni primar interimar al Capitalei.",Imediat ce eu mă instalez la Cotroceni o să unul din viceprimari va deveni primar interimar și se va ocupa de Întâmplător este de la în fine este de la PSD și va fi obligat domnul Vigheciu e va fi noul primar.,2025-05-20,2025-05-20_nicusor-dan-despre-planurile-pentru-romania-stiri-b1tv-20-ma,"Promisiunea era ca un viceprimar să devină primar interimar al Capitalei imediat după instalarea la Cotroceni. Nicușor Dan, în calitate de președinte, a felicitat un primar ales (Ciprian Ciucu) și a menționat că bucureștenii vor alege un primar, ceea ce contrazice ideea unui primar interimar numit. Mai mult, a declarat că viceprimarii nu contează, diminuând rolul pe care l-ar fi putut avea un viceprimar în această schemă.","Felicitări și succes lui Ciprian Ciucu. Un oraș complex, restanțe deja istorice și o relație complexă cu celelalte autorități ale statului. Bucureștenii au ales un primar, trebuie să-i dăm acum mijloacele de a guverna orașul. | Asta înseamnă Asta înseamnă că bucureștenii, în mod democratic vor alege un primar cu care evident că eu ca președinte voi | Da, așa cum viceprimarul nu contează de fapt și n o să știți să mi dați un viceprimar din România din anii '90 sau din anii 2000. să spuneți 100 de primari, dar viceprimari pentru că decizia nu este la ei."
IN_PROGRESS,high,legi/reformă instituțională,medium,1,Voi lupta pentru consolidarea instituțiilor statului.,Voi lupta pentru consolidarea instituțiilor statului.,2025-05-22,2025-05-22_nicusor-dan-urmeaza-un-nou-capitol-in-istoria-recenta-si-con,"ND menționează în repetate rânduri necesitatea consolidării statului și a instituțiilor, precum și demararea unor reforme administrative și fiscale în acest scop. Cu toate acestea, nu există dovezi concrete de acțiuni finalizate, ci mai degrabă de obiective și eforturi în curs.","Da. Deci noi trebuie să consolidăm statul ăsta. | Reformele administrative și fiscale demarate anul trecut vor consolida statul și acest efort conjugat, cetățeni, sector privat, instituții publice, trebuie valorificat prin politici publice care să facă posibilă relansare economică. | Întăvri statului de drept și lupta anticorupție sunt priorități ale acestui mandat, incluse, după cum știți, în noua strategie națională de Apărare a țării, pentru că doar un sistem judiciar independent și eficient și împreună cu o administrație onestă și profesionistă vor putea să îmbunătățească funcționarea instituțiilor statului și mai ales să ducă la recăpătarea încrederii cetățenilor în instituțiile statului"
IN_PROGRESS,high,economie,medium,1,Voi lupta pentru prosperitatea economică a țării.,Voi lupta de asemenea pentru prosperitatea economică a țării,2025-05-22,2025-05-22_nicusor-dan-urmeaza-un-nou-capitol-in-istoria-recenta-si-con,"ND menționează în mod repetat prosperitatea economică și eforturile pentru o economie mai puternică ca obiective, dar dovezile nu indică acțiuni concrete finalizate, ci mai degrabă intenții și parteneriate pentru atingerea acestor scopuri.","Va avea în mine un partener în efortul de a construi un stat mai eficient și o economie mai puternică pentru toți românii. | Aceste proiecte sunt despre prosperitatea și securitatea țării noastre și interesează toți cetățenii în egală măsură indiferent de preferințele lor electorale. | Bineînțeles că prosperitatea asta o să vină, trebuie mai întâi să vină companiile, ele trebuie să dea de lucru."
KEPT,high,social,medium,1,Voi fi un garant al libertăților cetățenești.,și voi fi un garant al libertăților cetățenești.,2025-05-22,2025-05-22_nicusor-dan-urmeaza-un-nou-capitol-in-istoria-recenta-si-con,"Declarațiile lui Nicușor Dan după investitură arată un angajament constant și acțiuni concrete în apărarea libertăților cetățenești, a statului de drept și a Constituției, exercitându-și rolul constituțional de garant. Acesta subliniază că rolul său este de a apăra cetățeanul și de a veghea la respectarea legii fundamentale.","În limitele atribuțiilor mele constituționale, voi acționa pentru apărarea independenței justiției și a statului de drept. Statul de drept nu este negociabil. | Mi-am exercitat rolul constituțional de a veghea la respectarea legii fundamentale și voi continua să intervin ori de câte ori este nevoie pentru ca legislația să respecte Constituția și angajamentele internaționale ale României. | Adică nu vrem să apărăm statul, ci vrem să apărăm cetățeanul care trăiește, locuiește în acest stat."
KEPT,high,economie,medium,1,Voi fi un partener al mediului de afaceri.,și voi fi un partener al mediului de afaceri,2025-05-22,2025-05-22_nicusor-dan-urmeaza-un-nou-capitol-in-istoria-recenta-si-con,"Nicușor Dan a menționat în mod explicit întâlniri cu reprezentanții mediului de afaceri și a exprimat deschiderea de a lucra împreună, indicând o acțiune concretă în direcția parteneriatului promis. De asemenea, a mulțumit organizatorilor pentru punerea în contact a industriei de apărare cu potențiali investitori, ceea ce demonstrează un rol activ în facilitarea mediului de afaceri.","Da, avem o întâlnire la nouă cu reprezentanții mediului de afaceri. | Cam atât vreau să vă transmit optimismul meu pentru perioada și pentru anii care urmează și toată deschiderea de a lucra împreună. | Vreau să mulțumesc organizatorilor că pun în contact industria noastră de apărare cu potențiali investitori și este un domeniu de care o să vorbim ani de zile de acum încolo."
